Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST00600,72,Male,Coryport,Basic,530.62,77,109,1,47,2026-01-05,5,No
CUST00601,37,Male,Philipstad,Standard,1378.27,66,15,8,46,2025-12-09,8,Yes
CUST00602,56,Male,Annetown,Premium,1293.58,13,83,9,7,2025-08-03,9,Yes
CUST00603,64,Male,North Christopherton,Basic,1396.08,3,90,2,27,2026-01-23,9,No
CUST00604,48,Male,North Steven,Premium,725.69,63,27,12,49,2026-01-07,6,No
CUST00605,58,Male,Port Marilyn,Standard,1299.7,120,199,8,41,2025-10-08,9,Yes
CUST00606,75,Female,Robertmouth,Standard,631.66,10,71,20,9,2025-07-21,3,No
CUST00607,60,Male,Lake Catherine,Premium,1647.64,112,100,19,20,2026-02-08,1,No
CUST00608,60,Male,South Danielbury,Premium,1020.09,8,27,20,10,2026-04-24,1,Yes
CUST00609,24,Female,Reedberg,Basic,145.28,53,47,18,59,2026-05-02,7,No
CUST00610,48,Male,South David,Basic,263.19,40,152,9,8,2026-01-29,3,Yes
CUST00611,22,Female,Lake Jodi,Standard,1044.74,5,168,13,34,2026-01-24,2,Yes
CUST00612,70,Female,South Katherinefurt,Basic,488.46,97,14,7,55,2026-01-23,6,No
CUST00613,51,Female,South Heatherborough,Basic,1541.55,31,78,7,48,2025-07-28,3,Yes
CUST00614,71,Female,South Michaelville,Basic,677.88,61,17,15,42,2026-02-02,3,Yes
CUST00615,59,Female,Port Garychester,Basic,1938.97,67,166,20,4,2025-07-19,4,Yes
CUST00616,59,Male,Gonzalezland,Premium,1634.11,5,155,8,56,2025-12-30,7,No
CUST00617,72,Female,Sophiatown,Premium,1065.95,20,28,17,26,2026-04-29,5,No
CUST00618,68,Female,North Jamietown,Standard,1209.82,34,36,7,59,2026-02-20,7,No
CUST00619,69,Female,East Madisonberg,Basic,778.56,76,170,14,26,2025-11-01,9,Yes
CUST00620,53,Female,Ralphmouth,Premium,1917.67,120,99,10,34,2026-06-18,6,No
CUST00621,36,Female,Belindaview,Premium,850.02,12,19,7,4,2025-07-23,8,No
CUST00622,44,Female,Port Donnashire,Basic,1369.21,44,96,9,54,2025-11-09,9,Yes
CUST00623,57,Male,Bethburgh,Standard,206.55,10,36,18,45,2025-11-19,7,No
CUST00624,38,Male,Dennisside,Basic,457.81,26,117,14,9,2025-09-30,3,Yes
CUST00625,45,Female,Georgechester,Basic,1014.94,21,90,1,0,2026-01-01,10,Yes
CUST00626,69,Female,Carolborough,Standard,1427.54,88,40,0,21,2025-11-15,4,Yes
CUST00627,19,Female,Jensenport,Premium,429.8,28,161,13,55,2025-11-28,7,No
CUST00628,73,Male,East Stevenville,Premium,652.46,57,111,4,4,2026-01-17,8,Yes
CUST00629,66,Female,Williamsbury,Basic,1901.49,58,32,13,3,2025-09-13,6,Yes
CUST00630,40,Female,Perezside,Premium,104.08,108,18,19,46,2026-01-18,9,No
CUST00631,40,Male,East Deniseport,Basic,508.57,16,172,8,31,2025-12-28,7,Yes
CUST00632,42,Female,New Nicholasborough,Standard,1577.08,38,90,16,6,2026-01-12,1,Yes
CUST00633,30,Male,Robertton,Standard,1682.58,5,74,18,6,2026-03-09,10,No
CUST00634,31,Female,Danaville,Premium,1585.17,72,112,1,36,2025-07-23,6,No
CUST00635,24,Female,Lisabury,Standard,1167.06,96,150,8,39,2025-12-30,7,No
CUST00636,46,Male,Dylanmouth,Premium,1799.67,63,189,1,8,2025-07-14,1,Yes
CUST00637,71,Male,South Devinville,Premium,743.32,98,86,18,9,2025-12-13,9,No
CUST00638,53,Female,Sydneyburgh,Basic,285.22,55,187,3,21,2025-12-12,1,No
CUST00639,52,Male,New Wendy,Standard,1053.86,65,130,3,22,2026-03-07,10,No
CUST00640,20,Male,East Tanya,Premium,867.51,78,172,9,23,2025-08-28,9,Yes
CUST00641,25,Male,Tuckermouth,Basic,1640.05,79,193,3,10,2026-05-10,5,No
CUST00642,20,Female,Harriston,Premium,1763.34,24,186,5,10,2025-07-15,7,No
CUST00643,62,Female,Lake Douglas,Basic,1317.17,70,59,14,56,2026-05-03,5,No
CUST00644,66,Female,West Erinside,Premium,1796.77,61,173,3,26,2025-11-18,1,Yes
CUST00645,74,Male,Johnport,Basic,1871.59,85,112,20,41,2026-03-05,3,Yes
CUST00646,47,Female,Olsonfurt,Premium,547.82,96,103,10,31,2025-11-01,2,No
CUST00647,75,Male,Port Jonview,Basic,1601.08,27,152,12,32,2026-03-08,6,No
CUST00648,53,Male,Lake Susantown,Basic,1040.22,115,26,9,15,2026-05-08,4,Yes
CUST00649,31,Male,Andreabury,Standard,1777.88,29,191,5,39,2025-10-24,6,No
CUST00650,31,Female,Port Lucas,Premium,1545.08,45,191,3,37,2026-05-25,6,No
CUST00651,45,Male,Terrymouth,Standard,224.96,53,98,6,56,2026-01-13,5,Yes
CUST00652,28,Female,Lake Michelle,Premium,1740.6,41,90,16,45,2025-08-26,9,No
CUST00653,69,Female,East Christineview,Premium,1071.0,72,191,19,5,2025-11-10,1,Yes
CUST00654,66,Male,Andrewsfurt,Standard,24.88,56,28,11,29,2026-03-24,4,Yes
CUST00655,50,Female,Gibsonstad,Basic,1792.8,70,0,13,30,2025-09-08,6,Yes
CUST00656,53,Male,Jessicatown,Basic,1550.94,58,77,12,37,2025-06-21,8,Yes
CUST00657,59,Male,Lake Kimberly,Standard,1227.0,86,107,20,1,2026-01-01,2,Yes
CUST00658,36,Female,Parkshaven,Standard,1907.11,42,130,1,4,2026-01-23,5,No
CUST00659,65,Female,Port Sean,Standard,866.42,83,199,14,2,2026-05-27,10,No
CUST00660,63,Male,Hernandezville,Basic,108.31,84,154,7,32,2025-11-12,8,No
CUST00661,47,Male,Angelamouth,Standard,1464.28,84,182,0,42,2026-04-28,4,No
CUST00662,45,Female,West Johnbury,Basic,824.96,4,72,10,37,2026-04-21,7,No
CUST00663,60,Male,Port Martin,Standard,1603.31,9,200,2,13,2026-04-01,3,Yes
CUST00664,36,Male,New Stephanie,Basic,1086.57,84,132,9,55,2026-02-27,8,Yes
CUST00665,49,Male,Hughesview,Standard,1424.89,36,154,17,1,2026-05-01,1,Yes
CUST00666,65,Male,East Andrew,Premium,149.55,98,169,9,14,2026-06-15,1,No
CUST00667,43,Male,Wilsonton,Basic,1832.72,38,165,6,48,2025-08-31,6,No
CUST00668,70,Male,East Michele,Standard,824.09,34,157,13,51,2026-06-12,4,Yes
CUST00669,51,Male,Port Williamland,Basic,1916.4,58,126,20,50,2025-11-30,9,Yes
CUST00670,72,Female,New Melissafort,Basic,937.41,44,24,1,33,2026-03-23,8,No
CUST00671,54,Male,West Charles,Premium,1346.59,72,47,19,24,2025-08-15,4,Yes
CUST00672,18,Male,West Jasonside,Basic,1676.74,83,34,4,11,2025-10-23,6,No
CUST00673,41,Female,East Lisa,Basic,1040.27,65,122,10,16,2025-11-07,6,No
CUST00674,50,Male,New Johnfurt,Premium,509.21,87,195,11,55,2025-09-15,10,No
CUST00675,71,Male,Taylorport,Basic,701.05,96,98,2,7,2025-11-24,1,Yes
CUST00676,54,Female,Juanstad,Basic,574.22,11,188,11,41,2026-05-20,10,No
CUST00677,56,Female,Orozcoport,Standard,1425.78,47,44,20,54,2026-03-18,10,No
CUST00678,24,Female,Aprilland,Basic,1161.73,116,197,20,35,2026-04-17,1,Yes
CUST00679,19,Female,Kennethburgh,Premium,227.82,43,196,12,54,2026-05-13,6,Yes
CUST00680,21,Male,North Derrickchester,Standard,414.2,86,125,12,58,2025-12-26,9,Yes
CUST00681,24,Male,Sherrymouth,Premium,606.11,93,187,8,57,2026-02-08,2,No
CUST00682,28,Male,East Robertoport,Standard,1280.99,84,115,5,34,2026-02-02,8,No
CUST00683,32,Male,Port Ericside,Standard,1957.27,88,96,15,51,2025-10-17,8,No
CUST00684,64,Male,Saraton,Basic,100.85,99,16,15,24,2025-12-20,2,No
CUST00685,69,Female,East Coreymouth,Standard,1020.67,68,84,15,41,2025-06-30,6,No
CUST00686,63,Male,Thorntonport,Standard,723.27,80,90,8,33,2025-08-31,7,No
CUST00687,25,Male,Lemouth,Basic,1452.04,17,56,19,5,2025-12-04,6,No
CUST00688,55,Female,Mariaview,Basic,638.49,107,158,9,42,2025-06-22,2,No
CUST00689,59,Female,Shannonville,Premium,477.3,110,164,14,55,2025-10-29,10,No
CUST00690,29,Female,Robertside,Premium,1509.08,120,178,2,22,2026-05-02,4,Yes
CUST00691,52,Male,North Sharon,Basic,858.67,72,60,18,24,2025-06-23,7,Yes
CUST00692,42,Female,Katherinestad,Basic,1953.58,11,9,3,8,2025-07-27,7,No
CUST00693,45,Female,Lake Larry,Basic,1912.05,44,127,5,43,2025-07-31,3,Yes
CUST00694,30,Female,East Daniel,Premium,837.29,63,151,17,56,2025-10-03,9,No
CUST00695,75,Female,West Martinmouth,Standard,787.61,57,114,5,48,2026-05-18,8,No
CUST00696,32,Female,Garrettmouth,Standard,1769.32,7,82,14,28,2026-04-18,2,Yes
CUST00697,25,Male,New Kurtport,Standard,664.75,54,107,1,22,2025-10-25,5,No
CUST00698,68,Male,Cynthiaside,Standard,1008.77,20,180,4,23,2025-11-12,6,Yes
CUST00699,72,Male,Justinborough,Standard,440.29,2,87,19,56,2026-01-16,7,No
CUST00700,66,Male,Port Susan,Premium,685.05,81,137,20,58,2025-09-27,1,Yes
CUST00701,40,Male,Michaelville,Premium,1301.84,71,161,8,47,2026-04-10,6,No
CUST00702,25,Male,New James,Basic,1249.05,75,59,16,51,2026-02-12,5,No
CUST00703,34,Male,Lawsonmouth,Standard,396.43,55,65,12,10,2025-08-02,7,No
CUST00704,36,Male,Port David,Premium,1508.12,110,6,6,13,2026-01-24,3,No
CUST00705,53,Female,Juliaborough,Standard,1121.54,107,80,5,21,2026-02-19,2,No
CUST00706,21,Female,West Markburgh,Premium,14.31,40,41,2,28,2026-05-24,6,No
CUST00707,46,Male,East Ryanchester,Standard,56.54,11,103,13,48,2025-09-01,8,No
CUST00708,69,Female,Robertfurt,Standard,550.73,10,121,19,12,2025-09-10,2,Yes
CUST00709,41,Male,New Shawn,Standard,445.04,54,139,9,32,2025-09-12,7,No
CUST00710,55,Female,Catherineland,Basic,706.34,2,45,4,10,2025-09-22,2,No
CUST00711,29,Female,Lake Chase,Standard,372.05,89,106,17,6,2025-07-27,3,Yes
CUST00712,42,Female,Brownshire,Standard,1371.08,57,29,17,46,2025-06-26,3,Yes
CUST00713,74,Male,Rodriguezchester,Standard,1093.68,33,16,2,43,2026-03-12,9,No
CUST00714,35,Male,South Josephbury,Basic,1767.02,85,60,10,21,2025-09-09,1,No
CUST00715,20,Female,East Saratown,Basic,597.1,117,154,7,21,2025-08-24,8,No
CUST00716,72,Male,Jenniferport,Premium,1539.91,64,155,18,40,2026-04-29,7,No
CUST00717,24,Female,Kristamouth,Basic,1311.38,103,183,0,22,2025-12-06,4,No
CUST00718,46,Female,Leslieberg,Basic,1675.35,106,31,7,59,2025-07-27,10,No
CUST00719,21,Male,Petersonton,Standard,1453.71,103,64,6,25,2026-04-21,3,No
CUST00720,57,Male,Clarkefort,Premium,394.62,39,78,13,13,2025-08-01,6,No
CUST00721,52,Male,Summermouth,Basic,89.01,69,1,15,28,2025-10-12,7,No
CUST00722,60,Male,Kristenfurt,Standard,196.78,110,45,13,12,2026-01-28,6,No
CUST00723,47,Male,Loriborough,Standard,1823.35,95,162,1,16,2025-11-14,4,No
CUST00724,61,Male,Carolport,Standard,1536.97,53,180,8,1,2026-05-27,9,Yes
CUST00725,75,Female,West Williamborough,Standard,751.91,39,41,20,54,2025-12-02,7,No
CUST00726,20,Male,Brittanybury,Premium,126.02,2,12,17,54,2025-07-21,10,No
CUST00727,74,Female,East Mark,Standard,574.73,29,145,12,11,2026-02-20,1,Yes
CUST00728,35,Female,Michaelton,Premium,1456.44,51,151,18,58,2025-09-20,1,No
CUST00729,60,Male,Andreatown,Premium,1831.16,67,54,0,48,2025-10-16,8,Yes
CUST00730,22,Male,Port Heatherchester,Standard,1725.25,39,125,0,20,2025-12-01,4,Yes
CUST00731,32,Male,North Josephborough,Standard,762.98,6,56,0,50,2026-05-24,3,Yes
CUST00732,36,Female,Port Kurtshire,Standard,159.74,25,39,10,32,2026-04-02,3,No
CUST00733,25,Male,Danielsberg,Premium,851.32,109,163,4,16,2026-03-17,5,Yes
CUST00734,65,Female,Andreborough,Basic,594.27,19,102,10,25,2025-09-30,4,Yes
CUST00735,32,Male,North Christina,Basic,737.34,32,3,0,55,2025-10-22,1,No
CUST00736,63,Female,New Robert,Premium,1658.28,106,94,15,15,2026-05-27,10,No
CUST00737,63,Female,North Travis,Basic,528.71,111,67,12,37,2025-12-19,10,Yes
CUST00738,26,Male,Jonesstad,Standard,1734.32,116,168,7,29,2025-12-29,7,No
CUST00739,30,Female,South Deborahmouth,Basic,1702.63,17,80,13,53,2026-03-08,9,Yes
CUST00740,22,Female,Port Alex,Basic,1133.53,99,124,1,39,2025-07-25,5,No
CUST00741,37,Female,Curtistown,Basic,899.68,120,42,7,6,2025-10-18,2,No
CUST00742,53,Male,Johnnychester,Standard,1887.71,71,101,11,23,2026-05-27,10,No
CUST00743,69,Male,Reyesburgh,Premium,536.46,33,60,5,41,2026-01-09,10,No
CUST00744,18,Female,North Jacob,Premium,1560.14,23,4,14,38,2025-07-05,5,Yes
CUST00745,40,Female,Roseshire,Standard,1465.59,36,22,0,16,2025-10-18,2,Yes
CUST00746,53,Female,Jamiechester,Basic,1380.27,93,151,10,57,2025-08-15,6,No
CUST00747,37,Male,Wilsontown,Standard,1451.5,102,45,7,48,2026-03-15,1,No
CUST00748,48,Male,Lake Lisa,Basic,97.76,42,147,12,31,2026-06-04,9,Yes
CUST00749,27,Female,Arnoldport,Basic,1102.71,22,156,10,43,2026-04-27,9,No
CUST00750,35,Male,Lake Amber,Standard,1611.74,31,162,12,18,2026-01-30,5,No
CUST00751,39,Male,East Lindsey,Premium,1766.6,67,1,0,40,2025-09-21,2,No
CUST00752,22,Female,Chavezbury,Premium,383.74,42,198,6,53,2025-09-02,3,No
CUST00753,73,Male,New Gregoryburgh,Basic,1096.05,119,151,2,43,2026-01-15,4,No
CUST00754,19,Female,North Robyn,Standard,1671.84,20,124,7,42,2025-08-21,6,No
CUST00755,27,Female,Jaimefort,Premium,1767.86,24,109,6,40,2026-06-19,8,No
CUST00756,50,Male,Riveramouth,Standard,982.78,33,130,20,3,2026-03-15,9,No
CUST00757,23,Female,Phyllistown,Standard,1042.55,7,3,3,28,2025-07-14,5,No
CUST00758,61,Male,West Jared,Basic,561.36,49,171,4,26,2025-08-29,3,No
CUST00759,74,Female,Port Jessetown,Basic,818.11,67,43,20,22,2026-06-12,1,Yes
CUST00760,71,Male,Gabrielleshire,Premium,313.11,8,52,6,7,2025-07-10,6,No
CUST00761,26,Male,Smithtown,Basic,1084.81,32,11,15,44,2025-11-28,10,No
CUST00762,55,Male,Richardton,Standard,1204.75,96,95,16,32,2026-06-07,5,No
CUST00763,44,Female,Martinshire,Premium,718.05,7,13,16,37,2025-09-09,10,No
CUST00764,49,Male,Colleenfurt,Standard,25.78,67,93,9,18,2025-10-12,1,Yes
CUST00765,22,Female,West Ashley,Standard,1626.89,63,197,11,33,2026-01-02,4,No
CUST00766,61,Female,Huntertown,Standard,1878.64,84,186,3,15,2026-03-18,3,Yes
CUST00767,21,Female,Stephensborough,Premium,603.17,77,14,9,32,2026-04-14,6,No
CUST00768,43,Female,Watsonburgh,Basic,1243.29,114,152,13,51,2025-12-30,6,No
CUST00769,69,Female,Brewerville,Basic,703.79,72,32,14,23,2026-03-23,9,No
CUST00770,36,Male,North Eric,Standard,1142.82,93,55,1,48,2025-12-17,6,Yes
CUST00771,73,Male,Blankenshiphaven,Premium,1127.89,78,140,1,18,2025-12-16,5,Yes
CUST00772,54,Male,Timothyview,Basic,1232.33,54,157,5,3,2025-08-29,5,No
CUST00773,31,Female,Pittmanshire,Basic,1402.49,75,54,7,20,2025-06-30,10,No
CUST00774,45,Female,South Toni,Premium,1195.24,30,100,17,31,2026-04-11,6,No
CUST00775,26,Male,South Alyssa,Basic,1564.6,82,67,5,23,2026-06-16,2,Yes
CUST00776,67,Male,Moniqueville,Premium,580.76,49,83,19,50,2025-10-27,4,Yes
CUST00777,40,Male,Port Troymouth,Premium,1524.77,108,200,10,14,2025-06-26,4,No
CUST00778,57,Male,South Lisamouth,Basic,1891.18,106,166,13,26,2025-09-24,9,No
CUST00779,50,Female,Tylerview,Premium,1049.86,75,98,19,21,2026-06-15,6,No
CUST00780,34,Female,South Zacharyfurt,Premium,1932.8,38,176,0,1,2025-08-14,5,No
CUST00781,46,Male,Calderonville,Basic,1375.39,6,139,7,48,2025-12-08,1,No
CUST00782,51,Female,Vazquezchester,Premium,1643.44,101,145,12,54,2025-07-16,8,No
CUST00783,70,Female,East Davidburgh,Premium,1761.98,6,61,16,46,2025-11-03,6,Yes
CUST00784,56,Male,South Katherine,Standard,1055.81,26,30,20,56,2026-06-04,6,Yes
CUST00785,52,Female,Michaelhaven,Premium,1863.79,9,30,4,22,2025-08-13,1,No
CUST00786,61,Male,Devintown,Basic,151.91,62,88,13,43,2026-02-19,2,Yes
CUST00787,34,Male,West Jeffrey,Premium,858.39,61,98,10,20,2026-06-13,8,No
CUST00788,66,Male,South William,Standard,450.6,48,43,8,49,2026-04-16,8,No
CUST00789,24,Male,Lake Morgan,Basic,1889.53,11,16,0,27,2025-09-27,1,Yes
CUST00790,25,Female,Austinfort,Standard,485.97,46,41,16,2,2025-08-15,5,No
CUST00791,67,Female,New Danielside,Basic,1428.17,33,38,8,8,2025-12-06,7,No
CUST00792,34,Female,Lake Eric,Basic,686.85,108,136,7,24,2025-12-08,7,No
CUST00793,52,Female,Garciaberg,Premium,1190.9,100,192,8,31,2026-04-08,8,No
CUST00794,32,Male,Stephenside,Premium,1462.57,72,8,17,7,2025-07-16,5,No
CUST00795,59,Male,New Davidburgh,Basic,1012.6,44,48,9,29,2026-02-17,9,No
CUST00796,66,Female,Vargashaven,Basic,1240.64,74,98,0,22,2025-09-07,4,Yes
CUST00797,25,Female,Christianborough,Premium,61.91,38,172,4,55,2025-09-27,10,No
CUST00798,25,Male,Maynardborough,Basic,1616.95,22,15,10,38,2025-07-20,10,No
CUST00799,51,Female,West Jason,Basic,446.7,119,110,8,58,2026-01-18,2,No
CUST00800,53,Female,Joechester,Premium,486.34,88,193,0,40,2025-07-25,5,No
CUST00801,52,Female,Hoodfort,Premium,1612.92,41,45,6,4,2025-11-16,5,No
CUST00802,75,Female,Smithville,Basic,402.44,59,53,18,4,2026-06-02,3,Yes
CUST00803,43,Female,Rowemouth,Basic,537.42,39,157,20,10,2026-06-17,5,Yes
CUST00804,63,Male,West Denise,Premium,1180.45,109,101,3,50,2025-11-12,1,Yes
CUST00805,75,Male,West Thomasview,Standard,1647.16,11,20,8,57,2025-07-16,1,Yes
CUST00806,41,Male,South Bryanchester,Standard,1362.28,31,99,20,18,2026-02-04,10,Yes
CUST00807,36,Female,South Gregorychester,Standard,1716.73,44,171,8,27,2025-09-14,10,No
CUST00808,39,Male,West Brooke,Standard,591.6,32,89,18,49,2026-03-21,4,Yes
CUST00809,65,Male,North Johnshire,Standard,1394.37,95,166,16,57,2025-11-02,3,Yes
CUST00810,66,Male,Longside,Premium,1813.08,96,131,6,11,2026-01-16,10,No
CUST00811,34,Male,Smithmouth,Basic,781.15,56,132,5,15,2025-07-02,4,Yes
CUST00812,21,Female,Nicholashaven,Basic,529.16,20,109,10,11,2026-04-14,10,No
CUST00813,61,Female,Lake Andreamouth,Basic,39.67,104,168,17,32,2026-02-01,5,No
CUST00814,23,Male,Tylerport,Premium,1552.01,80,72,7,26,2025-07-25,1,Yes
CUST00815,22,Male,Hernandezhaven,Basic,323.33,99,110,1,18,2025-07-22,3,No
CUST00816,19,Male,Marvinhaven,Premium,496.51,88,53,3,21,2025-09-27,7,No
CUST00817,31,Female,Port Aliciahaven,Standard,409.48,97,162,11,35,2026-03-12,10,No
CUST00818,54,Female,Lake Kelly,Basic,1104.33,119,194,9,55,2025-08-09,4,No
CUST00819,58,Male,West Janice,Standard,1066.25,83,54,10,31,2025-10-16,3,Yes
CUST00820,62,Female,North Angela,Basic,1004.8,43,160,19,38,2025-10-22,1,Yes
CUST00821,59,Female,Callahanfurt,Standard,1803.52,115,178,16,9,2026-03-04,8,No
CUST00822,31,Male,East Kenneth,Premium,1094.85,63,143,1,47,2026-01-20,4,Yes
CUST00823,28,Female,South William,Basic,1691.97,118,37,17,39,2026-03-06,4,Yes
CUST00824,39,Female,Ericborough,Basic,1868.71,43,184,11,27,2025-09-04,9,No
CUST00825,70,Male,Kingstad,Standard,915.69,37,142,6,6,2025-09-25,5,No
CUST00826,61,Male,West William,Premium,1715.79,99,130,11,54,2026-03-25,9,No
CUST00827,72,Female,Vanessaside,Standard,1101.3,85,159,10,42,2025-08-14,9,Yes
CUST00828,33,Male,Griffithshire,Standard,101.19,68,44,5,2,2025-12-17,1,Yes
CUST00829,68,Male,East Maryfort,Premium,64.66,104,151,18,24,2026-01-21,5,No
CUST00830,53,Female,West Brian,Basic,1855.8,116,164,3,33,2026-02-23,4,Yes
CUST00831,46,Female,South Amy,Basic,1457.42,119,113,13,29,2026-01-25,9,No
CUST00832,58,Male,Josephview,Premium,1993.25,35,115,18,38,2026-05-12,7,Yes
CUST00833,30,Male,East Andrew,Premium,1135.92,52,199,3,27,2026-02-26,1,No
CUST00834,29,Male,Georgebury,Premium,1734.64,118,142,7,2,2026-02-06,7,No
CUST00835,48,Male,North Charles,Premium,665.47,106,170,8,12,2025-10-11,3,Yes
CUST00836,50,Female,Patrickstad,Premium,395.34,53,35,18,25,2026-01-31,2,Yes
CUST00837,45,Male,Lake Derek,Standard,1927.03,54,175,1,1,2026-05-31,3,Yes
CUST00838,53,Female,Scottside,Premium,519.83,91,163,14,52,2026-03-07,2,No
CUST00839,22,Female,Phillipsville,Premium,653.54,96,139,13,43,2026-02-20,5,Yes
CUST00840,38,Female,Port Teresashire,Standard,466.31,11,143,13,6,2026-04-24,10,Yes
CUST00841,64,Female,Weberview,Premium,1864.97,35,121,9,36,2026-01-27,4,No
CUST00842,24,Female,Mackenziefort,Basic,1397.51,77,159,5,45,2025-08-09,7,Yes
CUST00843,27,Female,Juantown,Premium,1149.92,81,57,3,33,2025-10-15,1,Yes
CUST00844,43,Male,West Joshua,Premium,1784.93,102,23,16,46,2025-08-17,1,Yes
CUST00845,72,Female,Oliverburgh,Basic,461.83,101,67,1,40,2025-10-06,1,Yes
CUST00846,23,Male,West Jasonland,Premium,1141.0,35,20,7,49,2025-09-06,5,No
CUST00847,39,Male,Ronaldton,Standard,66.86,97,44,14,5,2025-10-12,2,No
CUST00848,40,Female,South Lauren,Premium,1865.8,118,183,7,4,2025-11-25,1,No
CUST00849,55,Female,New Jonathanfurt,Premium,168.49,69,26,10,35,2025-10-29,2,No
CUST00850,37,Female,New Lisa,Standard,1433.35,25,27,6,0,2026-03-05,2,Yes
CUST00851,50,Female,South Elizabethfurt,Standard,210.45,47,124,1,39,2025-07-25,5,No
CUST00852,57,Male,South Kendra,Premium,731.89,53,193,17,2,2026-04-10,7,Yes
CUST00853,18,Male,East Davidfort,Premium,177.15,75,11,8,33,2026-04-04,6,No
CUST00854,40,Male,Lake Shannontown,Standard,514.42,1,82,15,45,2026-06-19,3,No
CUST00855,20,Male,West Billyshire,Basic,1457.99,57,123,7,56,2026-04-21,8,Yes
CUST00856,54,Male,Lake Annaport,Basic,1206.58,80,74,14,9,2025-08-04,4,No
CUST00857,64,Female,North Christineburgh,Premium,1796.91,94,123,2,32,2025-11-18,10,No
CUST00858,56,Male,North Curtis,Standard,1460.07,67,168,20,11,2025-07-30,10,No
CUST00859,39,Female,New Dianaville,Basic,352.23,38,143,1,7,2025-08-12,9,No
CUST00860,18,Female,New Samantha,Standard,1308.91,72,163,12,21,2025-11-16,3,Yes
CUST00861,61,Female,New Andrewtown,Standard,742.85,106,84,6,55,2026-02-17,8,No
CUST00862,24,Female,Wilsonburgh,Standard,240.85,16,74,17,59,2025-12-25,8,No
CUST00863,29,Male,East Victoriafort,Basic,585.11,36,118,3,5,2026-06-03,6,Yes
CUST00864,39,Female,Smithmouth,Standard,199.05,119,59,18,5,2025-09-07,1,Yes
CUST00865,65,Male,East Michael,Premium,871.35,59,170,17,50,2025-09-14,8,No
CUST00866,48,Female,Port Marilyn,Basic,1991.97,12,114,12,1,2025-08-07,4,Yes
CUST00867,33,Female,Ramirezland,Premium,830.32,107,126,13,46,2025-12-15,3,Yes
CUST00868,18,Male,Chapmanberg,Standard,750.06,10,5,3,30,2026-03-20,9,Yes
CUST00869,57,Female,Lake Colleen,Premium,1057.07,52,55,13,20,2026-05-28,5,No
CUST00870,48,Female,Lake Brandifurt,Standard,1411.03,95,171,16,45,2025-11-16,7,Yes
CUST00871,49,Female,Sarahfort,Premium,885.01,4,89,13,53,2025-10-19,10,Yes
CUST00872,41,Female,Mcdowellhaven,Basic,48.81,42,122,20,27,2025-09-10,5,No
CUST00873,36,Female,Matastad,Basic,17.44,11,183,18,58,2025-12-24,9,No
CUST00874,61,Female,Wayneborough,Basic,1986.81,51,50,11,33,2025-10-14,1,Yes
CUST00875,47,Male,Salazarfort,Premium,31.25,88,34,20,29,2025-08-27,7,Yes
CUST00876,45,Male,Brennanton,Premium,1811.73,52,103,11,42,2026-01-24,2,No
CUST00877,37,Male,Floydhaven,Standard,1498.25,116,151,12,55,2026-04-06,2,Yes
CUST00878,43,Male,New Chad,Basic,233.29,107,51,8,48,2025-08-24,2,Yes
CUST00879,46,Female,Goodwinshire,Basic,1767.91,25,76,2,15,2025-09-17,2,Yes
CUST00880,34,Male,North Amanda,Basic,1485.62,14,52,12,19,2026-03-14,8,Yes
CUST00881,33,Male,Lake Erinfort,Basic,956.1,64,126,5,58,2025-09-02,8,No
CUST00882,40,Male,Watsonside,Standard,646.05,28,86,3,45,2026-03-05,3,Yes
CUST00883,37,Male,Lake Raymondshire,Basic,979.18,67,124,1,35,2026-05-03,7,No
CUST00884,62,Male,Samuelbury,Premium,671.12,50,172,16,50,2026-04-20,8,No
CUST00885,46,Male,Robertsberg,Standard,426.5,53,41,20,1,2026-06-04,1,Yes
CUST00886,58,Female,West Pamela,Standard,1695.01,31,129,5,32,2025-12-17,7,No
CUST00887,41,Male,Joshuatown,Basic,508.72,112,124,8,32,2025-08-01,4,Yes
CUST00888,64,Female,Kellyborough,Premium,25.5,71,42,2,41,2025-11-26,8,No
CUST00889,64,Female,Leeview,Basic,1103.43,32,16,1,52,2025-10-23,4,Yes
CUST00890,51,Female,Dawnview,Premium,136.19,105,30,13,5,2025-07-31,7,No
CUST00891,26,Female,Karenfort,Standard,1350.33,80,74,13,3,2026-01-01,8,Yes
CUST00892,33,Male,Harveyhaven,Standard,256.46,92,2,20,25,2026-01-11,8,No
CUST00893,62,Male,Nathanhaven,Premium,498.22,109,10,19,28,2025-12-20,9,No
CUST00894,72,Male,Jonathanmouth,Standard,1475.58,14,26,5,20,2025-07-15,8,No
CUST00895,57,Female,North Joanna,Premium,1378.17,36,26,16,57,2026-03-15,3,Yes
CUST00896,21,Female,Lake Marcusborough,Standard,448.13,111,50,5,16,2026-03-30,10,Yes
CUST00897,68,Female,West Felicia,Standard,1310.37,33,184,19,41,2026-03-05,6,No
CUST00898,41,Male,Lunaberg,Premium,1931.79,74,42,4,59,2026-03-28,2,No
CUST00899,38,Male,Shannonstad,Premium,214.08,83,165,20,51,2025-07-17,4,Yes
CUST00900,48,Female,South Dianemouth,Basic,618.13,114,26,4,16,2026-03-31,1,Yes
